小Q整理中
測試頻道,#genre#
 《PANS美女写真秀31》,https://135zyv6.xw0371.com/2019/02/05/BeNlLQtbP08obhgF/playlist.m3u8
 《PANS美女写真秀37》,https://135zyv6.xw0371.com/2019/02/05/rH6CoXbKfYRiekuQ/playlist.m3u8
 《PANS美女写真秀32》,https://135zyv6.xw0371.com/2019/02/05/5es4r446QsdM05Fu/playlist.m3u8
 《PANS美女写真秀39》,https://135zyv6.xw0371.com/2019/02/05/LV6GNtmUym41oQgo/playlist.m3u8
 《PANS美女写真秀33》,https://135zyv6.xw0371.com/2019/02/05/5fuHtyt1hl4n01gg/playlist.m3u8
 《PANS美女写真秀40》,https://135zyv6.xw0371.com/2019/02/05/7h0GMoaNDwauk4b5/playlist.m3u8
 《PANS美女写真秀34》,https://135zyv6.xw0371.com/2019/02/05/3zrFoGQUPACnHo8A/playlist.m3u8
 《PANS美女写真秀35》,https://135zyv6.xw0371.com/2019/02/05/DwKEKbw42Jy5vucq/playlist.m3u8
 《PANS美女写真秀21》,https://135zyv6.xw0371.com/2019/02/03/GGl277ixh4Qh1tfz/playlist.m3u8
 《PANS美女写真秀22》,https://135zyv6.xw0371.com/2019/02/03/L97dp5f8kTPiycX7/playlist.m3u8
 《PANS美女写真秀23》,https://135zyv6.xw0371.com/2019/02/03/2JQtkpbhIcIvNDEh/playlist.m3u8
 《PANS美女写真秀24》,https://135zyv6.xw0371.com/2019/02/03/FCrwdmtgTFTBt9ML/playlist.m3u8
 《PANS美女写真秀28》,https://135zyv6.xw0371.com/2019/02/04/FcKIriNq6qvHy02v/playlist.m3u8
 《PANS美女写真秀25》,https://135zyv6.xw0371.com/2019/02/03/o6hnAymaH2sPs4wR/playlist.m3u8
 《PANS美女写真秀26》,https://135zyv6.xw0371.com/2019/02/04/ijGEblSssi7r8wRt/playlist.m3u8
 《PANS美女写真秀27》,https://135zyv6.xw0371.com/2019/02/04/9A19UDofW21tFpDp/playlist.m3u8
 《PANS美女写真秀29》,https://135zyv6.xw0371.com/2019/02/04/HCuTLgMfU2Zm1jCt/playlist.m3u8
 《PANS美女写真秀30》,https://135zyv6.xw0371.com/2019/02/04/Q4v5JY0dVjYYFo28/playlist.m3u8
 《PANS美女写真秀16》,https://135zyv6.xw0371.com/2019/02/02/ovOjvfpzkWxtEaCb/playlist.m3u8
 《PANS美女写真秀17》,https://135zyv6.xw0371.com/2019/02/02/PDE1aS4IDSTk7hNC/playlist.m3u8
 《PANS美女写真秀11》,https://135zyv6.xw0371.com/2019/02/01/TI1pIkautqar5oEp/playlist.m3u8
 《PANS美女写真秀18》,https://135zyv6.xw0371.com/2019/02/02/rH63KLsIrVFVk55K/playlist.m3u8
 《PANS美女写真秀12》,https://135zyv6.xw0371.com/2019/02/01/MCR2eP2PnGH6J34j/playlist.m3u8
 《PANS美女写真秀6》,https://135zyv6.xw0371.com/2019/01/31/zQcWZKuyYTw70dH9/playlist.m3u8
 《PANS美女写真秀19》,https://135zyv6.xw0371.com/2019/02/02/tO4amRfuUqvxXFBe/playlist.m3u8
 《PANS美女写真秀13》,https://135zyv6.xw0371.com/2019/02/01/3wUqILTBDwnV1zcE/playlist.m3u8
 《PANS美女写真秀7》,https://135zyv6.xw0371.com/2019/01/31/d69fhXrISmd1bcfQ/playlist.m3u8
 《PANS美女写真秀20》,https://135zyv6.xw0371.com/2019/02/02/m9y9zbeaRkycCl18/playlist.m3u8
 《PANS美女写真秀14》,https://135zyv6.xw0371.com/2019/02/01/4M0WrRs0Ttq9sxW5/playlist.m3u8
 《PANS美女写真秀8》,https://135zyv6.xw0371.com/2019/01/31/6qgoTljT7kgYifMY/playlist.m3u8
 《PANS美女写真秀15》,https://135zyv6.xw0371.com/2019/02/01/5ZPwmOuPskV1itdI/playlist.m3u8
 《PANS美女写真秀9》,https://135zyv6.xw0371.com/2019/01/31/CZER3FoRu0EvcRkc/playlist.m3u8
 《PANS美女写真秀10》,https://135zyv6.xw0371.com/2019/01/31/Vyk9h9N8zw0Qqr6o/playlist.m3u8
 《PANS美女写真秀1》,https://135zyv6.xw0371.com/2019/01/30/9YUJglau343N7IZg/playlist.m3u8
 《PANS美女写真秀2》,https://135zyv6.xw0371.com/2019/01/30/cdIQkvdCdFKUZwF0/playlist.m3u8
 《PANS美女写真秀3》,https://135zyv6.xw0371.com/2019/01/30/ixl0XYeytvBvO5A7/playlist.m3u8
 《PANS美女写真秀4》,https://135zyv6.xw0371.com/2019/01/30/QptrZqbT9RKmOsn3/playlist.m3u8
 《PANS美女写真秀5》,https://135zyv6.xw0371.com/2019/01/30/b2QAhtmXov85gNUL/playlist.m3u8
 《ENCO日本美女系列1》,https://135zyv6.xw0371.com/2019/03/08/KeF22mJJQLDDUBdK/playlist.m3u8
 《ENCO日本美女系列2》,https://135zyv6.xw0371.com/2019/03/08/ODTEUECcj89xkybi/playlist.m3u8
 《ENCO日本美女系列3》,https://135zyv6.xw0371.com/2019/03/08/Eo6r5YRvgqz1htrW/playlist.m3u8
 《ENCO日本美女系列4》,https://135zyv6.xw0371.com/2019/03/08/5S44aIdvJH6Fp92c/playlist.m3u8
 《ENCO日本美女系列6》,https://135zyv6.xw0371.com/2019/03/09/vB00rHHh4BOLZJbY/playlist.m3u8
 《ENCO日本美女系列5》,https://135zyv6.xw0371.com/2019/03/08/ZTieHPoCXDOkuUP9/playlist.m3u8
 《ENCO日本美女系列7》,https://135zyv6.xw0371.com/2019/03/09/yvTYNc7UFwmDMpCZ/playlist.m3u8
 《ENCO日本美女系列8》,https://135zyv6.xw0371.com/2019/03/09/rIe72Gv48UDSXzsJ/playlist.m3u8
 《ENCO日本美女系列9》,https://135zyv6.xw0371.com/2019/03/09/6OnOuqLSVWo3djj4/playlist.m3u8
 《ENCO日本美女系列10》,https://135zyv6.xw0371.com/2019/03/09/ciGnDI5vvIfknW9C/playlist.m3u8

台灣節目表,#genre#
縣公用頻道|２,http://61.58.60.230:9319/live/2.m3u8
市公用頻道|３,http://61.58.60.230:9319/live/3.m3u8
CNN國際新聞|５,tvbus://6hXWXCdb87JurbTRCHk5jcoQshcAbpEUto4UatTdMvGwpRhefph7Kw9HgUs2V
民視|６,http://seb.sason.top/ptv/ftv.php?id=ms#http://198.16.106.62:8278/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce#tvbus://6GwMH4m2UbVfWAMzAs38fnm1rmpMyqrwkPtBFZdrZkiBsmBrmSeQYonMVKusd#tvbus://6Lj9rFEdKejTmFCH2Kv7jX2G56jH6y1zu7sNmRWp1qGYpyWzZk4tgPKnwWSi2
台視|８,tvbus://6Uz6j3KQTSS5GjDTezuHHSozxzwZhEsBi6h39pUAkJfHvu5Ybsc9UMcnBcLgc#tvbus://6Q1Sse26Zx4Bb33LwYrUXekJwjGu5ogGDiBiqTbonztTEr7bESCCm5BY4s1xb#p2p://fccsovh.pvbox.live:18912/5b14095f000570be7d87f46e1fdec9ae.ts
大愛電視|９,https://pulltv1.wanfudaluye.com/live/tv1.m3u8#https://pulltv2.wanfudaluye.com/live/tv2.m3u8#http://61.58.60.230:9319/live/10.m3u8#tvbus://6LBhU5bVWq8GLvbG5AyUxSauccyLttKDomgGTpxjSF9AD31pcH14yXGmtY3N7
中視|１０,tvbus://6NwPWjgQKaW6Hcq9PPhazh4cPxh4xCmKC7zq9hpbU7oJknuasWmpwL5Ji1Exb#tvbus://5LmrGHhxSH1Up9zZ15nLUL1sMTP1oQJEkGsGdZ9HtHyS3J2GoHccAP2rdowRE
霹靂台灣台|１１,tvbus://5tbhpmB9A19vYgEerCRAK923PMVMbtPByt4Ku3T1XrAJeBzfiMS7kCXtfJ5mX
華視|１２,tvbus://5uupLdVx6j2ddXjJwMTC1uPCVmXLkzyxvzJvx1XrGD5vyjEPSJVqKTd8FuMmx#tvbus://8T3wfVYkDvT5Wwrv3VVAW8DGzMeJxkX5Q77bkcg1ZQmk7gcWrX#tvbus://5fBSSdxDCwiMGu78eXCcAGdrMrRJMgRoi9AwsmFD8t37G5WGbw1z9pxZW5iv1
公視|１３,tvbus://65FCDZWSMR4G6PQau23gbRnMATae9xv371pWKZxaon6wRYE8faLrMmVmiaGc5#tvbus://7gZG9TtGAevuGZ6z3sUYaPxrr8zeqP5pAPMS6o2HVTag7yh4Bm#p2p://fccsovh.pvbox.live:18912/5b1409600001a0b2b34e074d843505c0.ts
公視2|台語台１４,tvbus://5TiPr2DjeUVndyJeyKN4scd8hyRYWMSYHcvLpK6XMHKzowB3vrMx9oVvxBJf2
原住民頻道|１６,tvbus://6VRaErUmzKHUxGxS1c3J4zgyMaM61ZnBEtMRP81eo5A5iMCqaSvmynndsgWrs
客家電視台|１７,tvbus://6ET11DM8BSXWgDFLR6rvGy5FiW73cnZHMwm26f8pz9ieA5mW8ouybGgf1SpY5
國家地理頻道|１８,tvbus://6K4Hz43ew43P2xcNrqmZjjhprcWn8eH8U6HMzjk1TBagpd5Xg7jvCbjimN58W#rtmp://58.200.131.2:1935/livetv/natlgeo#p2p://fccsovh.pvbox.live:18912/5c724a010005e9d11d589b4f1fc54b2b.ts
Discovery|１９海外2.3源失效,tvbus://66ZJBnoErjPriZPjTocXRVY8ZvdC9etLK7nw2uiWSHbRrbTEt2QJv4fwrJ66k#tvbus://5hRnim3vdD4FMR6B2WZck8mQ2dcupLronp9ks2CRDHAz7ehuUqff38zD66W9F#rtmp://58.200.131.2:1935/livetv/discovery
TLC旅遊生活|２０海外,tvbus://6ZoepDKPgs2BA5dBFEdB4iTUWd4JJJvhff1VX4t3V2B8Vde4MpAwrkkMviKir
動物星球|２１,tvbus://6SPfmkT19m1ckp3MBcEhkxUqXGzzBXBxNffqaEviMgW56WJ3Hzoc5skNVKojq
CN卡通頻道|２２,tvbus://6cCTwbYLkkx5vSHmZ1fTVb7rrbo5XRcaWbtNuUTTpSHFxsqPD6KyZuEHESnZz
Disney Channel|２３,tvbus://5kZ8i4ftZm6b3DroFWmRPREjDQiyuxkwSCc69bE4xafAyWXXUpLncR3sCjCJX#tvbus://5WZAW4e6iyxWUMRoeMtVnzgXYSPtgQyJrYR93PK2BYU5UMU7s9r3cgQZLtUvb
BOOMERANG|２４,tvbus://8YuJE9sdG8s4GS6QobPiDT6Y62DUJnEagvdHL5MJdig5KMmuGF
MOMO親子台|２４,tvbus://5X5Hd9WdA5SySjWsbASTc8rbcxfcYewnPnvy59KegMAhWFrA16sHebm9L8Xqn#tvbus://8LYzzxsK9M826tCuaepTTrHW5xAvwogA53NcLdYWGno72Xx5nF#tvbus://5ZmNFNkNNWLmV5r4xXWWQe7VWgsTVcX7Rn2jYap433Kjmh46SHNGxiAdKMn7h
東森幼幼台|２５,tvbus://6QCZY2EVkFP5ebQcSLx9Bn1GJ95zvxkQDW1ia3fy6gQZETKgvBh1yXLtYaZnd#tvbus://7mTCKDyRQkAMpAsx4eMdtWdUjzrk85yb3mbfmN8qeLUi1qpWxg#tvbus://62FLkYBGPwzHY5r9ZBacYVyPgckqiggdj76u4jLsqU9FdQJEevHVW1VE2dzX9
緯來綜合台|２６,tvbus://5vv8ngW7EBMnpjCvuYFLbNN9nfaYptrEiTXZ79tBQd4VQgArPtThhrd16ZYe7#tvbus://5SXdVfYqit7RdyW6WTtQ8tZg8tdbjaZmmM7EqW4vQhL4o2Fvr9sQWnxdV8Kxn
八大第一台|２７,tvbus://5cn9j1kJ9kuy7UYaPW6MPuDZ2YjZ5qWU6uQTvWehGFjRoujhsZkt6RrrTSKuP#tvbus://8TDBW4MDGAQmpRQdKnwJTj9fWZrK5YvtErGcJ11GaEmFjDkJs4#tvbus://5pg1iZLjKEbAtyQcxRG2qbap2M9hLUgfuAWDfbxFrtrvKcr2Mxngbqy9Rk9KB#p2p://fccsovh.pvbox.live:18912/5b14096a0004400315488cff3fdbf3b5.ts#p2p://fccseuro.pvbox.live:18912/5b14096a0004400315488cff3fdbf3b5.ts
八大綜合台|２８,tvbus://5L5N1QrvtKfN1R2rZVrXewcP5EJuRcXFqaYanE6GrqfaGvZoQDvxF89bQc55Q#tvbus://6hfWgjwocr7LeYLf2vV1sBahEpzikaKALHtd5dL8m9ukhQHJNG6M4AtTSYDSk#p2p://fccsovh.pvbox.live:18912/5b14092c0004b9c210b0c400e8356e40.ts#p2p://fccseuro.pvbox.live:18912/5b14092c0004b9c210b0c400e8356e40.ts
三立台灣台|２９,http://198.16.106.62:8278/sanlitaiwan/playlist.m3u8?tid=m92ccadc4dc3718157816&ct=17874&tsum=3570a8198ca0fb7ebb803807e38b33fb#tvbus://5bs16MgndrbAVgewPk3FnyB65GFG34CUgswUfMxVirdmUUJxnuv7Rx2Ly7CqF#tvbus://6KDZEwsaiTyKpYASWzYE3aJSWB8vkhQyrgtNDb8XAqgriAwdo2EiMcMhVm8oa
三立都會台|３０,tvbus://5eQroiSHYbP571m8HFv6R5vjDGFaQn75vPvEfeW3XHZg8JhcZLV4qsWTjmqpY#tvbus://6ZLRzjLE58srUuzBPq3QNRSPE9L5EYDhp1p2uvYHEBZ8nJBY9kQii1X5hTy2w
tvN|３１,tvbus://65KYwFzVqS88CUAqVYKj9ymf7R7CLMNHhbVB7DnYMHezRAzZLkEWqrFpkah2N#p2p://fccseuro.pvbox.live:18912/5b14090b000aaf9d29b8f9f0baa85606.ts#p2p://fccsovh.pvbox.live:18912/5b14090b000aaf9d29b8f9f0baa85606.ts
衛視中文台|３１,tvbus://6b7sWQXkuKumRbpqkoGxkW4cKZXXnW93KDY1tnVQq5CneNeZAEQduCLST2xKW#tvbus://8RszbvB7e8knMo7EUqEzXPdZuTFVUbj8ShxYwA7Nojjjv5dany
東森綜合台|３２,tvbus://5Qrgum8xNNX2B7wtwBCTiVb3Lse9teDkoL1cbqFr3rKBK79tp5czXXpKBMj4z
東森超視|３３,tvbus://6UY92VSrRoTTi43hYRfCNiyDCzFTA2sgqF22Cea8KQ1SjkMfPanUBCAak2CtH
中天綜合台|３６,http://198.16.106.62:8278/streams/d/ctizhonghe/playlist.m3u8#tvbus://5rgD9pjmXsTKdWcJnpJuJyrvUnaBotkNk8Yr38KkcZVUyNRcCTu2bhPnMFfMN
中天娛樂台|３９,tvbus://6XFa2kYAStDvecKtn6Zy8h93kvFaWY3eSKt7BP9phpGywAc1PJFkGfHw5qo6R#p2p://fccsovh.pvbox.live:18912/5b1409f300034b9468d187e0e1ce2520.ts#p2p://fccseuro.pvbox.live:18912/5b1409f300034b9468d187e0e1ce2520.ts
東森戲劇台|４０,tvbus://5yfhooLEp2fj8eQP3MZcLVCHRTuQe9ByW9T6Hj5DY4rJjhFUzB2BENnEBWKuQ#tvbus://5oVqYGutbkbRbkZa9DXwjDtAjLHMQ2V8HZ5EF73Zy8jcYEZbJAr2HURvqftBL
八大戲劇台|４１,tvbus://5upkUXxwXcjLDtUuffF2ZPfQiCEbDgvhbP8GU7yocirn9qrfRsvjZeq3uaER9
TVBS歡樂台|４２,tvbus://5iuZdrPxQDmVpNk2RvS5p7U9UMSk1r7CrcjvpP1yzBQjMe6GytF3bDqbiF1vo#tvbus://7zPtZ59uCMN6yYUukgdVWxT6RQB3u6UomETnNg3rPcYTdfuc5k#tvbus://6FUFFuZFETY7s9Lm9r9d7STYXSu61w8m5DUTKJg9GxaKSDSjpAPkfV8eZnBt6
緯來戲劇台|４３,tvbus://64GFZ6uKjo9WiZHyHw8vuiqtuygNEc7KNJLTvZEkkF7i36kqoUSS4oMxxajtR
高點電視臺|４４,tvbus://8BnmsVjVRUSXVAccaMNkx6psUkpsoWRdtUaVzfydvA5D6g82jg
JET綜合台|４５失效,tvbus://5U1W3wwHj8CaXbN9pHyGxavr3cDQrh8Z8VXTRHLKB4XCLCKE2kSk8pd93goqv
世新綜合一台|４９,http://61.58.60.230:9319/live/49.m3u8
壹電視新聞台|４９,http://stream.nexttv.com.tw/n001/playlist.m3u8#tvbus://6HAaEgfgUnyuir85rt9epacbB99a2XyEzmGkwUidf2dwjDSZ15at8d8AouURP#tvbus://7TrzE6Xx7cZLYSHaRKVYNCZmHUmfrqJTu4ErxGdhZDy4o6JxQ7#tvbus://6VxQAotw4pWJEc6KG7vLj4amLjRtZov2tizb3Jo3CgfBgaahJsnreepQpWL7X#tvbus://5XLTqkLouunJVQjAkFkwtzspw1e42pTBYKQCAPJWXegco4CN8vQCdsWtqT2z9
東森新聞台|５１,http://seb.sason.top/sc/dsxw_fhd.m3u8#tvbus://5SiRxAgocLNdjGDhS3QsJVs8oKjwsDjHZBzVggh3Swv1AAoPzq6oDfa2ZMcDk#tvbus://78Xc88RpwMy8oVCbeHLe8FMoVYJMNytJs9i1hGsP25Mz3KqZKh#tvbus://5iQJQRmVNS9DgohYheCxw9BTbZJq4zy2kwcXwkbmJsBXRjsb8NULMaTrGgezd#tvbus://6JhikyytsgNi9tqJHuj7SRzPB5kwKJdeUQTBsd4b7jFJxToXZKiZbJw7Zu1x6#tvbus://6bwLyETqFVQRVffwpoF2xFTiGRKqQ5y9Wrjab6973ErVkfV6FTbEgVoNHXwBS#tvbus://5WNwrNnuaCWrqeoUzdhfQpg5JYQzNQaiJKshfnw7XQDyjyWRNiFwFUq1xcAYa#tvbus://5Q28mBDHXwTRDXxMDF9PvrrM75hgJm8u7bD8rzRdYEDFsNd61MQbFSfWyRDBh#p2p://fccsovh.pvbox.live:18912/5c2dd72e0002527b8513c4ec41b6e9f5.ts
中天新聞台|５２,http://seb.sason.top/sc/ztxw_fhd.m3u8#tvbus://7UHpuAACKw56RQXMGVVXYPryYa7v8nJpEGnACG5WpCNupZXuLc#
民視新聞台|５３,http://seb.sason.top/sc/msxw_fhd.m3u8#https://6.mms.vlog.xuite.net/hls/ftvtv/index.m3u8#http://210.61.56.23/hls/ftvtv/index.m3u8
三立新聞台|５４,http://seb.sason.top/sc/sllive_fhd.m3u8#tvbus://6WxVzF559pzcD3LF3jGWZLz5cVHqsBkzm42eB7Uc7xhYtxHyS1bZTRUWkEguQ#tvbus://7YZWC167sdVy4xDaeGwu56oLobQxvyG4KfCdU6zY8jr8c6Smsb#tvbus://6BPkoTzjx1a4Bu7bLY4Xbft7nEgFjACpgrLmcaYrL9SCJ14Kgqq7hJDXadxQJ#tvbus://5cwGJpWNtUKi6osPYwMrGPt3mfGQnmS2ZkuGCPnsvfmBqKoba1JydtMDUynb7#tvbus://6grJ5Kh3Y5LeEyJg6db6eEz2opG8Yd3yN4UAezPc3k1o8HRS2PE6PQuR3fmhN#tvbus://5fVoWnfWFQtnZ49MckmFpNnQ3aNsjAJPExFjAuhQixA1ouZNCzTxgokrcSDYY#tvbus://644CvCRxBrPxB4nW7u4shAHTbuEaRKCcN1y39E6bX6bVSuALpZ7ZsPTzmsRMN
TVBS新聞台|５５,http://seb.sason.top/sc/tvbsxw_fhd.m3u8#http://198.16.106.62:8278/tvbs_n/playlist.m3u8?tid=m4a218f9aa395&ct=18335&tsum=363605ee081cb965cc0385c3f855a7e3##tvbus://5LFtjMDFSxRdXcHM8iCW5WzgMDKBSJcWtkrKq4dbcpkbL7YrrQTBfypj1MAJB#tvbus://7CyU6ZP3BBpcF91MruJCdXjLyFZeSniyanTBASwG47S3fLTQx9#tvbus://6KxfkSoU56HDWea64uocvh7CTtc4Wq67mqQzw24vWqBavv19xEHDToAGitsG8#tvbus://5TZxcd2Pzyvmc2n5B54G2QaVmrJdb3JPtVNaeg3gLBw2aqNtGM7Lt5PJ4Es7K
TVBS|５６,http://198.16.106.62:8278/streams/d/tvbs/playlist.m3u8#http://198.16.106.62:8278/tvbs/playlist.m3u8?tid=m0f93590c7a75&ct=18335&tsum=d55d4e5f3a3d424454dbc8d70e3bb1b6#tvbus://7DEtCmyxRnfvA1VSsvwavm42Jo9LAYjp8jNVgFDyuBjWE4mTAz#tvbus://5khZxPGzFF6DCCCjBW4pivattKmEfaJqf25epZCHUA823V8jt5F6QHJMu4N6z#tvbus://65qXnWpqWqgbrh5nhu8jE5eYgx5TcwFWCLSgHjkYip1quwX47T9se7J8peFbK
東森財經新聞台|５７,http://seb.sason.top/sc/dscjxw_fhd.m3u8#tvbus://5bY69cepoVBMLLDSy3mDoo8QBJQRmRvgEHqHiJayEqejKoS6Z47qRqjewb9TB#tvbus://7YpF7VbL4JJRLGYJHvurtd2KsVQ1xdkZSsGJAhfvtDkjdhKgma#tvbus://5wwi3y9MzBLXka9eTVFY48EKgx5xRmLETDdsesPVwK8gAmeujrjM6oJcGbzdE
非凡新聞台|５８,tvbus://7fcGBVVLMEQdPr3aLn8RPPBNryvRgacDd9Deq6APwTGqXMaChg#tvbus://6fFJfrc7GqviCHEg6jXkNAALyqTEdBbRkPFHePCnZCfEJ9Zzgcyd9Zu183Z9Q
衛視卡式台|６０,tvbus://5XASRw3ac7CzLwLsAMqbESqBHmdXNWixfXTVw7BTiEs14NfUKD5metCuQNXZm
衛視電影台|６１,tvbus://5au5QAR4QVNUXum4PLi7zF3TyoxTfWv6cWRboJuXkkZSaNcYAGdNHjccAxVUQ#tvbus://5nrQfGeXF6VSqVjRZuXZmZWnMudS8QwB8zepgB92xeJe7d7x8JbH8QsffNb2q#tvbus://6TYstdwjGu5PCmLandzpyAdnYYbt4ZePzsdKn76svDQprAr7mQts2p1KikVqx
東森電影台|６２,tvbus://5KVKy5MZ69VvVapedT8GC56zKNGuoCD4eqyfgwppcwFPYdc4GK5ghmydBRehB#tvbus://842MQ89LSM4MXqVbmtTY82FSVVHYDQ7MEFtu7NzeeDXY4dNGaw#tvbus://5fnK4ncrmUBiAai25pDbktTiswjBfoz44V9pJ4aLJY54SFpjdWYMWQsB2wAgA
緯來電影台|６３,http://198.16.106.62:8278/streams/d/videolandmovie_zero/playlist.m3u8#tvbus://5XDwXtHqpxQFkV9kv3JUroUu9bQnDJrSHwAPbt3EETaQi8TjL9rBBpF9wRsAF#tvbus://8ENdGkwVWTG2Nrp4PFmGyJsnUKpbMKE3va3fa7XrTHyHJYiQfN#tvbus://6cGoEr7v2MEnApyeizicBLjKFqGfw2mHsVnN84oGDYCrpmxYpCPedDYsE9xgY
LSTime電影台|６４,tvbus://6LPRczsLaX5Zg1GATf3R7g3osN4z6dcFHa5E17sM1keh6C3bc64jpUv2MxMFM#tvbus://5aRALNCyHu6HM45nV1bWpFRU57xCC3HRhg6MTH9h4y2Tw8AhckaCKH861xTok#p2p://fccsovh.pvbox.live:18912/5b14092200071c61b06a8738697f10ae.ts#p2p://fccseuro.pvbox.live:18912/5b14092200071c61b06a8738697f10ae.ts
HBO|６５第6失效,tvbus://5opYE6ErJoLGfYc4vUN9WxYLLzrKu7PT6g6TKqDtkZHVxPZCrxTmrQTBNyigP#tvbus://6GFRVAcUsiqY67h8ePy4DnJvBS2L7onVFvB1g6HRCJZ3n57Ua2pBbENmboqd7#tvbus://63U7LYaMCu6bVzx6F1rC9oJTwA29jDQsW5oJaZxAtrHNJ36JDa2RSmj4dUTgv#tvbus://5g7NaB7D2Ro6A1q6kHELAdczsLhfbhEFfwnXM3UR3Qu5zhjxwzchXvkRVrgxX#tvbus://5rd48zEsp3Yeo2SY2J78CL1ZstuhDRJrE8ubXXNLBejiMXZHgcTR7pbSdy2Ti#p2p://fccsovh.pvbox.live:18912/5b140969000be13c02c15179cfa10c68.ts
東森洋片台|６６,tvbus://6dTYTD7sdGGBDNnToo42Nig1KvfEw2nNfn1NuWRcYfUGudoiorjJFkHCXV9My#tvbus://8CL79ssarGCRssJC3vQMUwc8sPeRw2pwRyMoMpcKztSyjvREGQ#tvbus://6WvuhzptiyGW73YYbNYnCb1k1QQMTo3nMQiiYm85VdVrEAfWbqZcCqzHWRZMb
AXN|６７失效,tvbus://6Tuzxb72WjjEXqCn6YG8YU4dPChX78TuWQC1k1kE3SR8XtV19RuHJJtobrPfw#tvbus://5Xa5Xi6H8hrChXWA3cxbieDjMgJ3YBxcsxZdah27A8PCAQeP92UDypH2uXdZQ
好萊塢電影台|６８,tvbus://5KrB5QCAYhhvfJ4c8jiUPu9HfpP4i2wnjDZXU1ATJAQpzAYzcwfZjRPVL8iHP#tvbus://5mZuWreLzTUCP1PsypWqFGy9SKFybZcbqJbB9KWsVALtKHdGE7gw4Ckbgv7AR#p2p://fccsovh.pvbox.live:18912/5b1409f3000c1df591cff1add8163783#p2p://fccseuro.pvbox.live:18912/5b1409f3000c1df591cff1add8163783
WarnerTV|華納６９,tvbus://5nx3ew6pSzsNypijptouK8okba1QBASVFvb75jSokUVoCesubL4qCf1XfU5PU
FOXMOVIES|６９,tvbus://5i2AgQmMgxMdEnaVsmcjNpedPxdUphJdSg9CcuBRRLyh6uTYt5CXnrLBT76vP
CINEMAX|７０,tvbus://5ehU7TgbheBuRFcsKK1PQFhccU1RWD51wYKTrKuYtm4DHX3r7HcWhFuADKd8U#tvbus://5Qw9N9pt5zcsdoWSupAV43E6yYLF7RxVBn2zVCXW6uRs16gdzqb1AzSKUPEjH
緯來育樂台|７１,tvbus://5XuZLifLBB4dzkfzoKA93WCdigZmBRzSbUBvRzJ1QjaJd7ecS9gdMGdKLetfB
緯來體育台|７２,tvbus://6dvyXxrgyK2SDTDRbvo7eZiZkn4oVBnttCRazMcjvfriVd29d1ihd7ZBwAah2#tvbus://8jNwKwE7S8rY1xiorwBj29qqaQnR4BW3gg1LXym3pbYRBY3uyH#tvbus://6Zc9RRLhY8hh38HmQXQHgxrsffsw6nRwvfFJLWvPBBhRG36nf9X2bYQAoazxA
ELEVEN體育一台|７３,tvbus://5NrQ5pvLs9nQVyZtWJYJQaobzbEa1uTQwg2D4P1mwrtAh7ZsWZfpG2hA9FM2P#tvbus://7TQ2t52MTCykoWYFEGU39rQkJ5QzcQSfefoVrNCeP9boy9AS5n 
ELEVEN體育二台|７４,tvbus://6SxHQswLudukLP996c4UcgZPuWG7HDvp2PM2mRg8ahfkJG9AjKTCJwZQjaKUL#tvbus://8hEdnTPJhq69QcwbkqZXsPZPLDoH8tu65sE2gVk77hRYrggwFL#tvbus://5ieLy6Bs8rBH2rWXWF1aiFCpgMC3vzsKY8dD7FKwSkFreqYcb6rD5dCrXhdwL
緯來日本台|７５,tvbus://6aXrMD1Fq4WUmnGWi2jLES3532SG84b4FNawKcrGXERkP2ytUfjZWGv2QjPP8#tvbus://6uRaEVB6zUUTj8hPENXF15Xb888X3y3Yrhj7HjZubfA18jRhCu#tvbus://6HF1yWQYSSGjGvak1fNJHay9UmLQbAZh7MK2bmbZhS7sxF75ngzTnEP4Lj99a
WakuWaku|日本７６,tvbus://6FvygsEHnZgMxxhQRLQVxWYwM53dCPMMbwk8xzdci1L2MEUeM3FsZ3aW1kAoU#tvbus://786qCNs7FLm9ouCtbUEPA57ZkRQZfZBkcQM7Yg8CV6Xti36r7D#tvbus://64e38SnAoCiJg5r3viGX4F1b5bMYrwcrsthuJHizPCUinbBJ7XgRYbe9C4mjb
AnimaxHD|７７,tvbus://64e38SnAoCiJg5r3viGX4F1b5bMYrwcrsthuJHizPCUinbBJ7XgRYbe9C4mjb
HGTV居家樂活|７８,http://50.7.161.82:8278/streams/d/HGTV/playlist.m3u8#http://185.180.221.194:8278/streams/d/HGTV/playlist.m3u8
國興衛視|７８,tvbus://5SX9vAMYLsHuC9UPJvZSGQcjCp3Zq2yCZYJP5YSdCyi7CrYu7CJmSkmWe11aP
FOX|HD７９,http://198.16.106.62:8278/streams/d/foxhd_zero/playlist.m3u8#tvbus://6YLw3eozv6kQqv9CcB3Vneu2Tt5qkSjUUxQLaAfiS5dy8oAwi7MAjrk1GbxN1
幸福成家|８０,http://61.58.60.230:9319/live/80.m3u8
CHANNEL[V]|８０,rtmp://58.200.131.2:1935/livetv/channelv
